split,filepath,ground_truth,score
test,fr_27_to_es_MicroTts_label_fake.npz,Fake,0.965712
test,fr_27_to_es_Xtts_label_fake.npz,Fake,0.956234
test,fr_27_to_ja_MicroTts_label_fake.npz,Fake,0.954824
test,fr_27_to_zh_Tacotron_label_fake.npz,Fake,0.951046
test,fr_28_to_en_MicroTts_label_fake.npz,Fake,0.967125
test,fr_28_to_es_Tacotron_label_fake.npz,Fake,0.957323
test,fr_28_to_ru_Xtts_label_fake.npz,Fake,0.962944
test,fr_28_to_zh_MicroTts_label_fake.npz,Fake,0.956605
test,fr_29_to_ar_Xtts_label_fake.npz,Fake,0.961611
test,fr_29_to_es_Tacotron_label_fake.npz,Fake,0.965445
test,fr_29_to_ru_Xtts_label_fake.npz,Fake,0.939236
test,fr_2_to_en_MicroTts_label_fake.npz,Fake,0.889065
test,fr_30_label_real.npz,Real,0.045913
test,fr_30_to_ar_MicroTts_label_fake.npz,Fake,0.883165
test,fr_30_to_zh_Xtts_label_fake.npz,Fake,0.928545
test,fr_32_to_en_Bark_label_fake.npz,Fake,0.902757
test,fr_33_label_real.npz,Real,0.060126
test,fr_33_to_ar_MicroTts_label_fake.npz,Fake,0.957031
test,fr_33_to_zh_MicroTts_label_fake.npz,Fake,0.961970
test,fr_33_to_zh_Xtts_label_fake.npz,Fake,0.966593
test,fr_34_to_ar_Xtts_label_fake.npz,Fake,0.916719
test,fr_34_to_en_Tacotron_label_fake.npz,Fake,0.930255
test,fr_34_to_es_MicroTts_label_fake.npz,Fake,0.926419
test,fr_34_to_es_Tacotron_label_fake.npz,Fake,0.947380
test,fr_34_to_es_Xtts_label_fake.npz,Fake,0.930876
test,fr_34_to_ja_MicroTts_label_fake.npz,Fake,0.917267
test,fr_35_to_en_Bark_label_fake.npz,Fake,0.965867
test,fr_35_to_ja_MicroTts_label_fake.npz,Fake,0.942973
test,fr_36_to_ru_Xtts_label_fake.npz,Fake,0.945260
test,fr_36_to_zh_Bark_label_fake.npz,Fake,0.950105
test,fr_36_to_zh_Tacotron_label_fake.npz,Fake,0.948273
test,fr_37_to_ar_MicroTts_label_fake.npz,Fake,0.942249
test,fr_37_to_en_Tacotron_label_fake.npz,Fake,0.944013
test,fr_37_to_ru_Bark_label_fake.npz,Fake,0.913512
test,fr_38_to_ar_Xtts_label_fake.npz,Fake,0.943769
test,fr_39_to_en_MicroTts_label_fake.npz,Fake,0.934105
test,fr_39_to_en_Xtts_label_fake.npz,Fake,0.904715
test,fr_39_to_ru_MicroTts_label_fake.npz,Fake,0.931871
test,fr_3_to_zh_Bark_label_fake.npz,Fake,0.933265
test,fr_3_to_zh_MicroTts_label_fake.npz,Fake,0.959224
test,fr_40_label_real.npz,Real,0.035363
test,fr_40_to_zh_MicroTts_label_fake.npz,Fake,0.913758
test,fr_41_to_es_MicroTts_label_fake.npz,Fake,0.950623
test,fr_41_to_ru_Bark_label_fake.npz,Fake,0.958507
test,fr_42_to_en_Tacotron_label_fake.npz,Fake,0.794933
test,fr_42_to_en_Xtts_label_fake.npz,Fake,0.821583
test,fr_42_to_ja_MicroTts_label_fake.npz,Fake,0.955613
test,fr_42_to_ru_Bark_label_fake.npz,Fake,0.897768
test,fr_42_to_ru_MicroTts_label_fake.npz,Fake,0.965429
test,fr_43_to_en_Bark_label_fake.npz,Fake,0.946118
test,fr_43_to_en_Tacotron_label_fake.npz,Fake,0.943468
test,fr_43_to_es_Xtts_label_fake.npz,Fake,0.945749
test,fr_44_to_ja_Bark_label_fake.npz,Fake,0.953099
test,fr_46_to_en_Bark_label_fake.npz,Fake,0.944306
test,fr_46_to_es_Xtts_label_fake.npz,Fake,0.943868
test,fr_46_to_zh_Bark_label_fake.npz,Fake,0.962945
test,fr_47_label_real.npz,Real,0.234485
test,fr_47_to_en_MicroTts_label_fake.npz,Fake,0.947336
test,fr_47_to_es_Bark_label_fake.npz,Fake,0.229690
test,fr_47_to_zh_Tacotron_label_fake.npz,Fake,0.943635
test,fr_47_to_zh_Xtts_label_fake.npz,Fake,0.959033
test,fr_48_to_ja_Bark_label_fake.npz,Fake,0.948333
test,fr_49_label_real.npz,Real,0.040974
test,fr_49_to_en_Bark_label_fake.npz,Fake,0.880679
test,fr_49_to_zh_Tacotron_label_fake.npz,Fake,0.877001
test,fr_4_to_en_MicroTts_label_fake.npz,Fake,0.963023
test,fr_51_to_ar_MicroTts_label_fake.npz,Fake,0.965975
test,fr_51_to_ja_Bark_label_fake.npz,Fake,0.955636
test,fr_51_to_ja_MicroTts_label_fake.npz,Fake,0.960953
test,fr_51_to_ru_Xtts_label_fake.npz,Fake,0.944133
test,fr_52_to_ar_Xtts_label_fake.npz,Fake,0.957186
test,fr_52_to_en_Xtts_label_fake.npz,Fake,0.923016
test,fr_52_to_es_Bark_label_fake.npz,Fake,0.907544
test,fr_52_to_zh_Xtts_label_fake.npz,Fake,0.931006
test,fr_53_to_ar_Xtts_label_fake.npz,Fake,0.932111
test,fr_53_to_ru_Xtts_label_fake.npz,Fake,0.943989
test,fr_54_to_ar_Xtts_label_fake.npz,Fake,0.574232
test,fr_54_to_ru_Bark_label_fake.npz,Fake,0.950043
test,fr_55_to_ru_Xtts_label_fake.npz,Fake,0.935547
test,fr_55_to_zh_Bark_label_fake.npz,Fake,0.928995
test,fr_55_to_zh_Tacotron_label_fake.npz,Fake,0.955622
test,fr_57_label_real.npz,Real,0.058444
test,fr_57_to_ar_Xtts_label_fake.npz,Fake,0.945350
test,fr_57_to_ru_Xtts_label_fake.npz,Fake,0.965751
test,fr_58_to_es_MicroTts_label_fake.npz,Fake,0.962837
test,fr_58_to_ru_Xtts_label_fake.npz,Fake,0.965389
test,fr_58_to_zh_MicroTts_label_fake.npz,Fake,0.970983
test,fr_59_to_en_MicroTts_label_fake.npz,Fake,0.948848
test,fr_59_to_en_Tacotron_label_fake.npz,Fake,0.934929
test,fr_5_to_ar_Xtts_label_fake.npz,Fake,0.931553
test,fr_5_to_en_Bark_label_fake.npz,Fake,0.935448
test,fr_5_to_en_MicroTts_label_fake.npz,Fake,0.908905
test,fr_5_to_en_Xtts_label_fake.npz,Fake,0.918200
test,fr_5_to_es_MicroTts_label_fake.npz,Fake,0.927917
test,fr_5_to_ja_Tacotron_label_fake.npz,Fake,0.923357
test,fr_5_to_zh_Bark_label_fake.npz,Fake,0.927219
test,fr_60_to_zh_Bark_label_fake.npz,Fake,0.946276
test,fr_60_to_zh_Tacotron_label_fake.npz,Fake,0.939979
test,fr_61_to_en_Bark_label_fake.npz,Fake,0.940048
test,fr_61_to_en_Xtts_label_fake.npz,Fake,0.954886
test,fr_61_to_ru_MicroTts_label_fake.npz,Fake,0.953678
test,fr_61_to_zh_Tacotron_label_fake.npz,Fake,0.954939
test,fr_62_to_en_Bark_label_fake.npz,Fake,0.951693
test,fr_62_to_en_Xtts_label_fake.npz,Fake,0.954746
test,fr_62_to_es_Tacotron_label_fake.npz,Fake,0.948317
test,fr_62_to_es_Xtts_label_fake.npz,Fake,0.953483
test,fr_62_to_zh_MicroTts_label_fake.npz,Fake,0.948891
test,fr_63_to_en_Xtts_label_fake.npz,Fake,0.954161
test,fr_63_to_es_MicroTts_label_fake.npz,Fake,0.907492
test,fr_63_to_ru_Bark_label_fake.npz,Fake,0.919645
test,fr_64_to_en_Bark_label_fake.npz,Fake,0.947569
test,fr_64_to_ja_MicroTts_label_fake.npz,Fake,0.935878
test,fr_64_to_zh_MicroTts_label_fake.npz,Fake,0.928619
test,fr_64_to_zh_Xtts_label_fake.npz,Fake,0.858035
test,fr_65_to_zh_Xtts_label_fake.npz,Fake,0.883108
test,fr_66_to_ar_Xtts_label_fake.npz,Fake,0.926973
test,fr_66_to_es_Tacotron_label_fake.npz,Fake,0.945561
test,fr_66_to_ru_MicroTts_label_fake.npz,Fake,0.938099
test,fr_66_to_ru_Xtts_label_fake.npz,Fake,0.962004
test,fr_67_to_en_MicroTts_label_fake.npz,Fake,0.941170
test,fr_67_to_es_MicroTts_label_fake.npz,Fake,0.950019
test,fr_67_to_zh_Xtts_label_fake.npz,Fake,0.958985
test,fr_68_to_en_Bark_label_fake.npz,Fake,0.950204
test,fr_69_to_es_Bark_label_fake.npz,Fake,0.936185
test,fr_69_to_es_Tacotron_label_fake.npz,Fake,0.952637
test,fr_6_to_ar_Xtts_label_fake.npz,Fake,0.943765
test,fr_6_to_en_MicroTts_label_fake.npz,Fake,0.920692
test,fr_6_to_es_MicroTts_label_fake.npz,Fake,0.923074
test,fr_70_to_en_Tacotron_label_fake.npz,Fake,0.917925
test,fr_70_to_es_Tacotron_label_fake.npz,Fake,0.930373
test,fr_70_to_ru_Bark_label_fake.npz,Fake,0.951407
test,fr_70_to_zh_Xtts_label_fake.npz,Fake,0.928177
test,fr_71_label_real.npz,Real,0.049074
test,fr_71_to_ar_MicroTts_label_fake.npz,Fake,0.330043
test,fr_71_to_es_MicroTts_label_fake.npz,Fake,0.891664
test,fr_71_to_zh_Tacotron_label_fake.npz,Fake,0.905205
test,fr_72_to_ar_MicroTts_label_fake.npz,Fake,0.912637
test,fr_72_to_es_MicroTts_label_fake.npz,Fake,0.927212
test,fr_73_label_real.npz,Real,0.041969
test,fr_73_to_es_Tacotron_label_fake.npz,Fake,0.892488
test,fr_73_to_zh_Xtts_label_fake.npz,Fake,0.644711
test,fr_74_to_en_Bark_label_fake.npz,Fake,0.946881
test,fr_75_to_en_MicroTts_label_fake.npz,Fake,0.873664
test,fr_75_to_zh_Xtts_label_fake.npz,Fake,0.880298
test,fr_76_to_en_Bark_label_fake.npz,Fake,0.939147
test,fr_76_to_es_Xtts_label_fake.npz,Fake,0.922710
test,fr_76_to_ru_Xtts_label_fake.npz,Fake,0.934373
test,fr_77_to_ja_Bark_label_fake.npz,Fake,0.232384
test,fr_78_to_en_MicroTts_label_fake.npz,Fake,0.915109
test,fr_78_to_ru_Bark_label_fake.npz,Fake,0.922746
test,fr_79_to_en_MicroTts_label_fake.npz,Fake,0.910721
test,fr_79_to_ru_Bark_label_fake.npz,Fake,0.933265
test,fr_79_to_zh_Tacotron_label_fake.npz,Fake,0.934132
test,fr_7_to_en_Bark_label_fake.npz,Fake,0.895558
test,fr_7_to_zh_Bark_label_fake.npz,Fake,0.935495
test,fr_7_to_zh_MicroTts_label_fake.npz,Fake,0.945037
test,fr_80_to_es_MicroTts_label_fake.npz,Fake,0.916217
test,fr_80_to_zh_Bark_label_fake.npz,Fake,0.929699
test,fr_80_to_zh_MicroTts_label_fake.npz,Fake,0.928859
test,fr_81_to_en_Bark_label_fake.npz,Fake,0.935888
test,fr_81_to_zh_Tacotron_label_fake.npz,Fake,0.932397
test,fr_82_to_ar_MicroTts_label_fake.npz,Fake,0.810914
test,fr_82_to_es_Tacotron_label_fake.npz,Fake,0.889519
test,fr_83_to_es_MicroTts_label_fake.npz,Fake,0.914084
test,fr_83_to_ru_MicroTts_label_fake.npz,Fake,0.904897
test,fr_84_to_ar_Xtts_label_fake.npz,Fake,0.907082
test,fr_84_to_es_Tacotron_label_fake.npz,Fake,0.863931
test,fr_85_to_ar_MicroTts_label_fake.npz,Fake,0.947169
test,fr_85_to_en_Bark_label_fake.npz,Fake,0.232095
test,fr_86_to_es_Bark_label_fake.npz,Fake,0.959664
test,fr_86_to_zh_Xtts_label_fake.npz,Fake,0.936305
test,fr_87_to_en_MicroTts_label_fake.npz,Fake,0.976235
test,fr_88_label_real.npz,Real,0.048233
test,fr_88_to_ar_MicroTts_label_fake.npz,Fake,0.946916
test,fr_88_to_en_Tacotron_label_fake.npz,Fake,0.960007
test,fr_88_to_en_Xtts_label_fake.npz,Fake,0.928263
test,fr_88_to_es_Xtts_label_fake.npz,Fake,0.896874
test,fr_89_to_ar_MicroTts_label_fake.npz,Fake,0.928821
test,fr_89_to_zh_Tacotron_label_fake.npz,Fake,0.952866
test,fr_8_to_en_Xtts_label_fake.npz,Fake,0.974672
test,fr_8_to_es_Xtts_label_fake.npz,Fake,0.969778
test,fr_90_to_en_Xtts_label_fake.npz,Fake,0.926483
test,fr_90_to_zh_Bark_label_fake.npz,Fake,0.927715
test,fr_91_to_ar_Xtts_label_fake.npz,Fake,0.960168
test,fr_91_to_en_Tacotron_label_fake.npz,Fake,0.957714
test,fr_91_to_es_MicroTts_label_fake.npz,Fake,0.951114
test,fr_91_to_ru_MicroTts_label_fake.npz,Fake,0.972257
test,fr_92_to_ar_Xtts_label_fake.npz,Fake,0.934551
test,fr_92_to_en_Bark_label_fake.npz,Fake,0.952601
test,fr_92_to_ru_Bark_label_fake.npz,Fake,0.951984
test,fr_92_to_zh_Bark_label_fake.npz,Fake,0.957905
test,fr_93_to_ru_Xtts_label_fake.npz,Fake,0.585712
test,fr_93_to_zh_Tacotron_label_fake.npz,Fake,0.935027
test,fr_94_to_ar_Xtts_label_fake.npz,Fake,0.959593
test,fr_94_to_es_Tacotron_label_fake.npz,Fake,0.952286
test,fr_94_to_ru_MicroTts_label_fake.npz,Fake,0.919374
test,fr_94_to_zh_Bark_label_fake.npz,Fake,0.927631
test,fr_94_to_zh_MicroTts_label_fake.npz,Fake,0.962041
test,fr_95_to_es_Xtts_label_fake.npz,Fake,0.928684
test,fr_95_to_ja_Tacotron_label_fake.npz,Fake,0.945958
test,fr_96_to_ar_Xtts_label_fake.npz,Fake,0.919900
test,fr_96_to_en_Tacotron_label_fake.npz,Fake,0.926261
test,fr_96_to_es_Tacotron_label_fake.npz,Fake,0.863200
test,fr_96_to_ru_Bark_label_fake.npz,Fake,0.844930
test,fr_96_to_ru_Xtts_label_fake.npz,Fake,0.922167
test,fr_96_to_zh_Tacotron_label_fake.npz,Fake,0.904276
test,fr_96_to_zh_Xtts_label_fake.npz,Fake,0.936226
test,fr_97_to_ru_Bark_label_fake.npz,Fake,0.924071
test,fr_97_to_ru_Xtts_label_fake.npz,Fake,0.930425
test,fr_98_to_zh_Tacotron_label_fake.npz,Fake,0.882177
test,fr_99_to_es_MicroTts_label_fake.npz,Fake,0.932868
test,fr_99_to_ru_Xtts_label_fake.npz,Fake,0.921364
test,fr_9_label_real.npz,Real,0.053918
test,fr_9_to_en_MicroTts_label_fake.npz,Fake,0.965229
test,fr_9_to_ru_Bark_label_fake.npz,Fake,0.958730
test,ja_10_to_ru_MicroTts_label_fake.npz,Fake,0.279485
test,ja_10_to_zh_MicroTts_label_fake.npz,Fake,0.966641
test,ja_10_to_zh_Tacotron_label_fake.npz,Fake,0.279485
test,ja_10_to_zh_Vall_label_fake.npz,Fake,0.279485
test,ja_11_label_real.npz,Real,0.054652
test,ja_12_to_en_MicroTts_label_fake.npz,Fake,0.819303
test,ja_12_to_en_Tacotron_label_fake.npz,Fake,0.942668
test,ja_12_to_ru_Bark_label_fake.npz,Fake,0.955893
test,ja_12_to_zh_Tacotron_label_fake.npz,Fake,0.955906
test,ja_12_to_zh_Vall_label_fake.npz,Fake,0.940561
test,ja_13_to_zh_Bark_label_fake.npz,Fake,0.950753
test,ja_14_to_fr_Bark_label_fake.npz,Fake,0.949802
test,ja_14_to_ru_Bark_label_fake.npz,Fake,0.956074
test,ja_15_to_en_Bark_label_fake.npz,Fake,0.951325
test,ja_15_to_en_MicroTts_label_fake.npz,Fake,0.931152
test,ja_15_to_zh_Tacotron_label_fake.npz,Fake,0.949808
test,ja_15_to_zh_Vall_label_fake.npz,Fake,0.915456
test,ja_16_to_ar_MicroTts_label_fake.npz,Fake,0.950919
test,ja_16_to_ru_Bark_label_fake.npz,Fake,0.947228
test,ja_16_to_zh_Vall_label_fake.npz,Fake,0.960097
test,ja_17_to_en_Tacotron_label_fake.npz,Fake,0.938412
test,ja_17_to_en_Vall_label_fake.npz,Fake,0.925910
test,ja_17_to_zh_MicroTts_label_fake.npz,Fake,0.944364
test,ja_18_label_real.npz,Real,0.054850
test,ja_18_to_fr_MicroTts_label_fake.npz,Fake,0.908351
test,ja_18_to_fr_Tacotron_label_fake.npz,Fake,0.947357
test,ja_19_to_ru_Bark_label_fake.npz,Fake,0.924668
test,ja_1_to_zh_MicroTts_label_fake.npz,Fake,0.964776
test,ja_21_to_fr_MicroTts_label_fake.npz,Fake,0.942378
test,ja_21_to_zh_Tacotron_label_fake.npz,Fake,0.943114
test,ja_21_to_zh_Vall_label_fake.npz,Fake,0.944926
test,ja_22_to_en_Bark_label_fake.npz,Fake,0.949708
test,ja_22_to_en_Tacotron_label_fake.npz,Fake,0.942162
test,ja_22_to_fr_Bark_label_fake.npz,Fake,0.938174
test,ja_22_to_fr_MicroTts_label_fake.npz,Fake,0.944380
test,ja_22_to_zh_Tacotron_label_fake.npz,Fake,0.948738
test,ja_23_to_ar_MicroTts_label_fake.npz,Fake,0.890812
test,ja_23_to_en_Tacotron_label_fake.npz,Fake,0.923609
test,ja_23_to_zh_MicroTts_label_fake.npz,Fake,0.944833
test,ja_23_to_zh_Vall_label_fake.npz,Fake,0.919444
test,ja_25_label_real.npz,Real,0.071722
test,ja_25_to_ar_MicroTts_label_fake.npz,Fake,0.957935
test,ja_25_to_es_MicroTts_label_fake.npz,Fake,0.955362
test,ja_25_to_es_Tacotron_label_fake.npz,Fake,0.946999
test,ja_26_to_zh_Tacotron_label_fake.npz,Fake,0.939575
test,ja_27_to_es_Bark_label_fake.npz,Fake,0.497620
test,ja_28_to_zh_Bark_label_fake.npz,Fake,0.971755
test,ja_28_to_zh_MicroTts_label_fake.npz,Fake,0.968580
test,ja_29_to_en_Vall_label_fake.npz,Fake,0.967140
test,ja_29_to_es_Tacotron_label_fake.npz,Fake,0.930686
test,ja_29_to_zh_Tacotron_label_fake.npz,Fake,0.953992
test,ja_2_to_en_Vall_label_fake.npz,Fake,0.962842
test,ja_2_to_es_MicroTts_label_fake.npz,Fake,0.959442
test,ja_2_to_fr_Bark_label_fake.npz,Fake,0.958302
test,ja_2_to_zh_Tacotron_label_fake.npz,Fake,0.943471
test,ja_2_to_zh_Vall_label_fake.npz,Fake,0.964073
test,ja_30_label_real.npz,Real,0.049188
test,ja_30_to_ar_MicroTts_label_fake.npz,Fake,0.949247
test,ja_30_to_en_Bark_label_fake.npz,Fake,0.952078
test,ja_30_to_en_MicroTts_label_fake.npz,Fake,0.947024
test,ja_30_to_en_Vall_label_fake.npz,Fake,0.941602
test,ja_30_to_zh_Bark_label_fake.npz,Fake,0.958287
test,ja_31_to_en_Bark_label_fake.npz,Fake,0.896885
test,ja_31_to_ru_MicroTts_label_fake.npz,Fake,0.913357
test,ja_31_to_zh_Tacotron_label_fake.npz,Fake,0.942648
test,ja_32_to_es_Bark_label_fake.npz,Fake,0.918517
test,ja_32_to_es_Tacotron_label_fake.npz,Fake,0.852985
test,ja_33_to_en_Bark_label_fake.npz,Fake,0.912225
test,ja_33_to_en_Vall_label_fake.npz,Fake,0.942715
test,ja_33_to_zh_MicroTts_label_fake.npz,Fake,0.950425
test,ja_34_to_en_Bark_label_fake.npz,Fake,0.952826
test,ja_34_to_es_MicroTts_label_fake.npz,Fake,0.877003
test,ja_35_to_ar_MicroTts_label_fake.npz,Fake,0.912231
test,ja_35_to_es_MicroTts_label_fake.npz,Fake,0.870620
test,ja_35_to_es_Tacotron_label_fake.npz,Fake,0.881542
test,ja_35_to_fr_Bark_label_fake.npz,Fake,0.879725
test,ja_35_to_zh_MicroTts_label_fake.npz,Fake,0.914341
test,ja_36_to_en_MicroTts_label_fake.npz,Fake,0.952066
test,ja_36_to_fr_Bark_label_fake.npz,Fake,0.936470
test,ja_36_to_zh_MicroTts_label_fake.npz,Fake,0.954506
test,ja_36_to_zh_Tacotron_label_fake.npz,Fake,0.954396
test,ja_37_label_real.npz,Real,0.040933
test,ja_37_to_en_Bark_label_fake.npz,Fake,0.966706
test,ja_37_to_es_MicroTts_label_fake.npz,Fake,0.963125
test,ja_38_to_fr_Tacotron_label_fake.npz,Fake,0.951095
test,ja_39_to_fr_Tacotron_label_fake.npz,Fake,0.946180
test,ja_39_to_zh_Bark_label_fake.npz,Fake,0.952032
test,ja_40_to_en_Vall_label_fake.npz,Fake,0.957368
test,ja_40_to_zh_Vall_label_fake.npz,Fake,0.937088
test,ja_41_to_ar_MicroTts_label_fake.npz,Fake,0.966100
test,ja_41_to_es_Tacotron_label_fake.npz,Fake,0.957816
test,ja_41_to_ru_MicroTts_label_fake.npz,Fake,0.956422
test,ja_41_to_zh_Bark_label_fake.npz,Fake,0.960171
test,ja_42_to_en_Bark_label_fake.npz,Fake,0.959309
test,ja_42_to_es_Bark_label_fake.npz,Fake,0.941566
test,ja_42_to_es_MicroTts_label_fake.npz,Fake,0.929551
test,ja_42_to_fr_Bark_label_fake.npz,Fake,0.940946
test,ja_42_to_zh_MicroTts_label_fake.npz,Fake,0.963443
test,ja_43_label_real.npz,Real,0.437650
test,ja_44_to_ru_Bark_label_fake.npz,Fake,0.919240
test,ja_44_to_ru_MicroTts_label_fake.npz,Fake,0.935246
test,ja_44_to_zh_Vall_label_fake.npz,Fake,0.929476
test,ja_45_to_en_Bark_label_fake.npz,Fake,0.945011
test,ja_45_to_es_Tacotron_label_fake.npz,Fake,0.934452
test,ja_45_to_fr_Tacotron_label_fake.npz,Fake,0.948346
test,ja_45_to_ru_Bark_label_fake.npz,Fake,0.945892
test,ja_46_label_real.npz,Real,0.050510
test,ja_46_to_en_Vall_label_fake.npz,Fake,0.963989
test,ja_47_to_en_Vall_label_fake.npz,Fake,0.955677
test,ja_49_to_fr_MicroTts_label_fake.npz,Fake,0.902080
test,ja_49_to_zh_Vall_label_fake.npz,Fake,0.927178
test,ja_4_to_fr_MicroTts_label_fake.npz,Fake,0.949927
test,ja_4_to_fr_Tacotron_label_fake.npz,Fake,0.960872
test,ja_4_to_zh_Bark_label_fake.npz,Fake,0.963452
test,ja_50_to_es_MicroTts_label_fake.npz,Fake,0.927059
test,ja_50_to_zh_Bark_label_fake.npz,Fake,0.915393
test,ja_50_to_zh_MicroTts_label_fake.npz,Fake,0.937550
test,ja_51_to_ar_MicroTts_label_fake.npz,Fake,0.948945
test,ja_51_to_en_Tacotron_label_fake.npz,Fake,0.953276
test,ja_51_to_ru_MicroTts_label_fake.npz,Fake,0.903962
test,ja_53_label_real.npz,Real,0.038563
test,ja_53_to_es_Tacotron_label_fake.npz,Fake,0.927312
test,ja_54_to_ar_MicroTts_label_fake.npz,Fake,0.776199
test,ja_54_to_en_Tacotron_label_fake.npz,Fake,0.818957
test,ja_54_to_en_Vall_label_fake.npz,Fake,0.937826
test,ja_54_to_fr_MicroTts_label_fake.npz,Fake,0.921067
test,ja_54_to_ru_Bark_label_fake.npz,Fake,0.871099
test,ja_55_to_ru_MicroTts_label_fake.npz,Fake,0.946224
test,ja_56_to_en_Vall_label_fake.npz,Fake,0.948626
test,ja_56_to_fr_Bark_label_fake.npz,Fake,0.881450
test,ja_56_to_ru_MicroTts_label_fake.npz,Fake,0.955615
test,ja_57_to_en_Tacotron_label_fake.npz,Fake,0.957099
test,ja_57_to_zh_Bark_label_fake.npz,Fake,0.949977
test,ja_58_to_en_MicroTts_label_fake.npz,Fake,0.954302
test,ja_58_to_en_Tacotron_label_fake.npz,Fake,0.949977
test,ja_58_to_es_Bark_label_fake.npz,Fake,0.942896
test,ja_59_label_real.npz,Real,0.069042
test,ja_59_to_es_Tacotron_label_fake.npz,Fake,0.966702
test,ja_59_to_fr_Bark_label_fake.npz,Fake,0.970031
test,ja_59_to_zh_Tacotron_label_fake.npz,Fake,0.971632
test,ja_5_to_fr_MicroTts_label_fake.npz,Fake,0.951770
test,ja_5_to_ru_MicroTts_label_fake.npz,Fake,0.951209
test,ja_5_to_zh_Tacotron_label_fake.npz,Fake,0.959467
test,ja_60_to_fr_Bark_label_fake.npz,Fake,0.961382
test,ja_6_to_es_Tacotron_label_fake.npz,Fake,0.958104
test,ja_6_to_zh_Bark_label_fake.npz,Fake,0.954646
test,ja_7_to_en_MicroTts_label_fake.npz,Fake,0.955983
test,ja_8_to_ar_MicroTts_label_fake.npz,Fake,0.935554
test,ja_8_to_es_MicroTts_label_fake.npz,Fake,0.933780
test,ja_8_to_es_Tacotron_label_fake.npz,Fake,0.954283
test,ja_8_to_ru_MicroTts_label_fake.npz,Fake,0.949835
test,ja_9_to_en_MicroTts_label_fake.npz,Fake,0.942960
test,ja_9_to_es_Tacotron_label_fake.npz,Fake,0.075849
test,ja_9_to_fr_Bark_label_fake.npz,Fake,0.075849
test,ru_100_to_es_MicroTts_label_fake.npz,Fake,0.935338
test,ru_100_to_zh_Xtts_label_fake.npz,Fake,0.950899
test,ru_101_to_en_Xtts_label_fake.npz,Fake,0.952025
test,ru_102_label_real.npz,Real,0.033224
test,ru_102_to_en_Xtts_label_fake.npz,Fake,0.956625
test,ru_102_to_es_Bark_label_fake.npz,Fake,0.954689
test,ru_102_to_es_MicroTts_label_fake.npz,Fake,0.952287
test,ru_104_to_ar_MicroTts_label_fake.npz,Fake,0.946180
test,ru_104_to_fr_MicroTts_label_fake.npz,Fake,0.954657
test,ru_105_to_ar_MicroTts_label_fake.npz,Fake,0.952817
test,ru_105_to_en_Xtts_label_fake.npz,Fake,0.950606
test,ru_105_to_zh_MicroTts_label_fake.npz,Fake,0.955186
test,ru_105_to_zh_Xtts_label_fake.npz,Fake,0.955598
test,ru_106_to_fr_MicroTts_label_fake.npz,Fake,0.940601
test,ru_107_to_en_Bark_label_fake.npz,Fake,0.923902
test,ru_107_to_zh_Bark_label_fake.npz,Fake,0.946558
test,ru_107_to_zh_MicroTts_label_fake.npz,Fake,0.950888
test,ru_108_to_es_MicroTts_label_fake.npz,Fake,0.932416
test,ru_108_to_ja_MicroTts_label_fake.npz,Fake,0.947723
test,ru_109_to_en_Bark_label_fake.npz,Fake,0.937483
test,ru_109_to_en_MicroTts_label_fake.npz,Fake,0.933676
test,ru_109_to_es_MicroTts_label_fake.npz,Fake,0.934587
test,ru_10_to_ar_MicroTts_label_fake.npz,Fake,0.804971
test,ru_10_to_en_MicroTts_label_fake.npz,Fake,0.912005
test,ru_10_to_fr_Xtts_label_fake.npz,Fake,0.882964
test,ru_110_to_es_MicroTts_label_fake.npz,Fake,0.925104
test,ru_110_to_fr_Bark_label_fake.npz,Fake,0.949654
test,ru_110_to_zh_Bark_label_fake.npz,Fake,0.924479
test,ru_111_to_ar_MicroTts_label_fake.npz,Fake,0.931931
test,ru_111_to_es_Bark_label_fake.npz,Fake,0.930334
test,ru_111_to_zh_MicroTts_label_fake.npz,Fake,0.954628
test,ru_112_to_ar_MicroTts_label_fake.npz,Fake,0.925432
test,ru_112_to_en_MicroTts_label_fake.npz,Fake,0.923499
test,ru_112_to_zh_Bark_label_fake.npz,Fake,0.937399
test,ru_112_to_zh_MicroTts_label_fake.npz,Fake,0.906795
test,ru_113_to_en_Xtts_label_fake.npz,Fake,0.934598
test,ru_113_to_zh_MicroTts_label_fake.npz,Fake,0.934867
test,ru_114_to_en_MicroTts_label_fake.npz,Fake,0.940601
test,ru_114_to_en_Xtts_label_fake.npz,Fake,0.959065
test,ru_114_to_zh_MicroTts_label_fake.npz,Fake,0.953124
test,ru_115_to_es_Bark_label_fake.npz,Fake,0.945693
test,ru_115_to_fr_MicroTts_label_fake.npz,Fake,0.948049
test,ru_115_to_ja_Bark_label_fake.npz,Fake,0.952394
test,ru_116_label_real.npz,Real,0.052086
test,ru_116_to_zh_Bark_label_fake.npz,Fake,0.959999
test,ru_117_to_en_MicroTts_label_fake.npz,Fake,0.952871
test,ru_117_to_es_Xtts_label_fake.npz,Fake,0.956417
test,ru_117_to_ja_MicroTts_label_fake.npz,Fake,0.961624
test,ru_117_to_zh_Xtts_label_fake.npz,Fake,0.953956
test,ru_118_to_en_Bark_label_fake.npz,Fake,0.937820
test,ru_118_to_es_MicroTts_label_fake.npz,Fake,0.941120
test,ru_118_to_fr_Bark_label_fake.npz,Fake,0.951107
